NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
3,Unidade da Federação,45,Pessoas,122356,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,89310,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,33046,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,121113,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,90957,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,30156,42,Santa Catarina,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,91811,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,65232,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,26579,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,93199,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,68342,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,24857,42,Santa Catarina,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,72049,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,49456,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,22593,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,74938,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,53503,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,21435,42,Santa Catarina,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,57614,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,39118,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,18496,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,62633,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,45240,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,17393,42,Santa Catarina,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,44696,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,30145,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,14551,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,50930,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,36856,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,14074,42,Santa Catarina,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,62788,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,42352,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,20436,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,81236,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,59666,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,21570,42,Santa Catarina,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,3628,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,2506,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,1122,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,3959,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,2801,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1158,42,Santa Catarina,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,4737859,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,3665646,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,1072213,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,4896829,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,3914331,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,982498,43,Rio Grande do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,431607,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,340302,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,91305,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,415277,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,328165,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,87112,43,Rio Grande do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,450230,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,352666,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,97564,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,433312,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,341545,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,91767,43,Rio Grande do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,485871,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,379317,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,106554,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,467131,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,368350,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,98781,43,Rio Grande do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,448624,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,352786,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,95838,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,439969,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,354917,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,85052,43,Rio Grande do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,395900,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,311514,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,84386,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,392910,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,320492,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,72418,43,Rio Grande do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,376882,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,295300,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,81582,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,386194,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,313623,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,72571,43,Rio Grande do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,401424,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,314557,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,86867,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,417131,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,341386,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,75745,43,Rio Grande do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,368065,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,288880,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,79185,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,382718,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,313002,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,69716,43,Rio Grande do Sul,1996,1996,93,População residente,1147,35 a 39 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,323856,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,252078,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,71778,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,336995,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,273512,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,63483,43,Rio Grande do Sul,1996,1996,93,População residente,1148,40 a 44 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,266143,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,203280,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,62863,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,278039,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,221848,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,56191,43,Rio Grande do Sul,1996,1996,93,População residente,1149,45 a 49 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,209665,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,157057,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,52608,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,222365,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,174306,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,48059,43,Rio Grande do Sul,1996,1996,93,População residente,1150,50 a 54 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,169085,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,122974,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,46111,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,185844,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,143046,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,42798,43,Rio Grande do Sul,1996,1996,93,População residente,1151,55 a 59 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,139987,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,101069,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,38918,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,162572,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,126511,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,36061,43,Rio Grande do Sul,1996,1996,93,População residente,1152,60 a 64 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,109762,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,78345,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,31417,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,136638,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,106355,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,30283,43,Rio Grande do Sul,1996,1996,93,População residente,1153,65 a 69 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,153027,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,109815,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,43212,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,231542,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,181039,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,50503,43,Rio Grande do Sul,1996,1996,93,População residente,3244,70 anos ou mais,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,7731,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,5706,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,2025,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,8192,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,6234,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,1958,43,Rio Grande do Sul,1996,1996,93,População residente,3245,Idade ignorada,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,968860,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,793500,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,175360,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,958974,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,810818,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,148156,50,Mato Grosso do Sul,1996,1996,93,População residente,0,Total,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,103712,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,82923,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,20789,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,100271,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,80290,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,19981,50,Mato Grosso do Sul,1996,1996,93,População residente,1140,0 a 4 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,106458,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,86701,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,19757,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,102070,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,83626,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,18444,50,Mato Grosso do Sul,1996,1996,93,População residente,1141,5 a 9 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,110583,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,91658,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,18925,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,107139,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,89945,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,17194,50,Mato Grosso do Sul,1996,1996,93,População residente,1142,10 a 14 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,101782,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,84590,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,17192,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,101266,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,86068,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,15198,50,Mato Grosso do Sul,1996,1996,93,População residente,1143,15 a 19 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,89341,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,73462,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,15879,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,89999,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,75655,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,14344,50,Mato Grosso do Sul,1996,1996,93,População residente,1144,20 a 24 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,80601,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,65462,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,15139,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,83137,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,70142,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,12995,50,Mato Grosso do Sul,1996,1996,93,População residente,1145,25 a 29 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,77943,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,63824,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,14119,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,4,Homens,2,Rural
3,Unidade da Federação,45,Pessoas,81348,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,0,Total
3,Unidade da Federação,45,Pessoas,69573,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,1,Urbana
3,Unidade da Federação,45,Pessoas,11775,50,Mato Grosso do Sul,1996,1996,93,População residente,1146,30 a 34 anos,5,Mulheres,2,Rural
3,Unidade da Federação,45,Pessoas,66668,50,Mato Grosso do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,0,Total
3,Unidade da Federação,45,Pessoas,55033,50,Mato Grosso do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,1,Urbana
3,Unidade da Federação,45,Pessoas,11635,50,Mato Grosso do Sul,1996,1996,93,População residente,1147,35 a 39 anos,4,Homens,2,Rural
